GEOID,year,median_income,population,median_gross_rent,median_house_value,unemployment_rate_in_pop,poverty_rate,MoveOutNum,MoveInNum,MovesDiff
90275,2012,53725,41903,2001,974900,3.2,0.0394959788081999,23,44,21
90277,2012,55085,33972,1722,835800,4.5,0.0543388673024844,49,58,9
90278,2012,51207,40867,1579,684400,4.8,0.0614187486235838,40,57,17
90280,2012,19508,94703,975,304400,8.8,0.205822413228726,20,31,11
90290,2012,53147,6983,1967,981800,7.5,0.0611485035085207,13,15,2
90291,2012,44832,26961,1513,992400,7.5,0.122139386521271,71,52,-19
90292,2012,63379,22350,2001,729000,5.4,0.098076062639821,60,58,-2
90293,2012,52152,12129,1824,491900,4.8,0.0678539038667656,22,21,-1
90301,2012,21849,37165,1037,299800,9.1,0.216763083546347,41,31,-10
90302,2012,25551,30344,1075,337500,7.5,0.173213814922225,18,19,1
90303,2012,21257,25828,1060,342900,7.7,0.255614062258015,7,7,0
90304,2012,17805,27198,954,330200,6.5,0.293955437899846,8,10,2
90305,2012,34141,14896,1192,371600,9.2,0.0927765843179377,2,11,9
90401,2012,37114,6766,1365,670800,7.9,0.149719184156074,100,53,-47
90402,2012,76907,12351,1812,1000001,3.5,0.0386203546271557,17,10,-7
90403,2012,50381,24286,1615,901000,5,0.0816519805649345,76,61,-15
90404,2012,33054,20739,1393,635300,7.7,0.157481074304451,96,73,-23
90405,2012,44965,28114,1456,997100,7.5,0.123817315216618,60,79,19
90501,2012,27338,42363,1170,518200,7.5,0.156504496848665,67,80,13
90502,2012,28471,16845,1162,359100,8.2,0.0951024042742654,36,30,-6
90503,2012,38956,46253,1423,638500,5.1,0.076211272782306,81,74,-7
90504,2012,32300,31650,1335,525300,7.2,0.0607266982622433,23,23,0
90505,2012,39980,36135,1438,690500,4.2,0.0757160647571607,70,57,-13
90506,2012,,0,,,,,,,
90601,2012,30460,32630,1223,438300,6.6,0.104811523138216,23,27,4
90602,2012,21707,25923,1047,435800,6.9,0.19014003008911,25,13,-12
90603,2012,36450,19933,1592,437700,4.3,0.0437967190086791,9,19,10
90604,2012,29293,40483,1231,379800,5.1,0.0805523306079095,15,16,1
90605,2012,26023,40698,1210,374000,6.3,0.114133372647305,21,18,-3
90606,2012,23517,32998,1205,339100,7.7,0.0981574640887326,18,18,0
90638,2012,28200,49062,1407,422000,5,0.0588439117850883,56,55,-1
90640,2012,22371,62965,1116,404100,5.8,0.149082823790995,39,42,3
90650,2012,24158,105603,1260,326200,7.6,0.120687859246423,44,35,-9
90660,2012,22786,63106,1211,344700,6.4,0.132839983519792,33,28,-5
90670,2012,25165,15265,1215,354200,6.9,0.0711431378971503,110,89,-21
90701,2012,21398,16597,1337,441400,5.1,0.12490209073929,16,16,0
90703,2012,35378,49551,1890,600900,5,0.0564872555548828,71,83,12
90704,2012,22840,3999,1179,735800,7.3,0.140035008752188,2,,
90706,2012,24763,76619,1173,355000,6.2,0.157611036426996,31,40,9
90710,2012,25763,27486,1050,413400,6.6,0.126100560285236,21,15,-6
90712,2012,36822,31334,1459,432000,5.5,0.0646581987617285,22,23,1
90713,2012,38666,27562,1744,446600,5.3,0.0424860314926348,12,15,3
90715,2012,28088,21129,1470,373700,6.9,0.132187988073264,5,11,6
90716,2012,18459,14203,1221,254500,4.8,0.233683024713089,7,6,-1
90717,2012,29710,21347,1182,472900,5.2,0.116409799971893,19,18,-1
90723,2012,20188,54255,1155,269700,8.1,0.216698921758363,38,30,-8
90731,2012,24432,59270,1107,455800,7.8,0.188695798886452,37,31,-6
90732,2012,40675,19895,1516,493200,4.9,0.0712239256094496,23,19,-4
90744,2012,18733,57441,982,325100,10,0.25983182744033,18,6,-12
90745,2012,23549,58090,1265,347200,8.5,0.0857806851437425,36,28,-8
90746,2012,31517,25861,1759,379000,8.9,0.0813580294652179,41,31,-10
90747,2012,,0,,,,,,,
90755,2012,32957,10994,1084,410500,8.6,0.138984900855012,43,27,-16
90802,2012,26840,39017,1032,282300,7,0.241587000538227,59,137,78
90803,2012,49688,30855,1315,703900,5,0.0820612542537676,54,52,-2
90804,2012,20782,41094,1111,376600,9.1,0.255438750182508,24,33,9
90805,2012,20344,93117,1018,295100,10.2,0.223632634212872,21,32,11
90806,2012,20234,42873,1016,371500,9.3,0.273832015487603,34,27,-7
90807,2012,38286,32176,1174,493800,6.4,0.0634634510193933,36,41,5
90808,2012,43963,39064,1397,522600,5.7,0.0477677657177964,25,34,9
90810,2012,21030,36935,985,322500,9.3,0.194016515500203,18,21,3
90813,2012,15800,58719,936,305100,9.4,0.360496602462576,21,21,0
90814,2012,32358,18633,1162,606400,5.9,0.128696398862234,18,18,0
90815,2012,34834,40502,1564,535000,4.9,0.0842674435830329,32,38,6
90822,2012,16944,183,,,0,0.109289617486339,,,
90831,2012,,0,,,,,3,1,-2
91001,2012,34869,38066,1399,578600,7.4,0.101744338780014,26,32,6
91006,2012,37972,32339,1452,686800,4,0.078914004762052,57,52,-5
91007,2012,33768,33836,1425,744200,3.7,0.112513299444379,44,40,-4
91008,2012,43942,1122,2001,952100,2.4,0.0748663101604278,1,1,0
91010,2012,23446,24913,1245,366700,5.5,0.104483602938225,21,19,-2
91011,2012,62181,20468,2001,1000001,3.5,0.0208618331053352,18,20,2
91016,2012,32115,41610,1312,523100,5.5,0.102235039653929,42,40,-2
91020,2012,38961,8462,1227,561400,4.8,0.0813046561096668,17,12,-5
91024,2012,47459,10939,1474,748600,6.1,0.0958040040223055,17,11,-6
91030,2012,51204,25603,1399,838300,4.7,0.0757333125024411,34,30,-4
91040,2012,31197,19903,1203,421500,7.3,0.0880269306134754,18,18,0
91042,2012,26985,28266,1153,428600,5.8,0.16376565485035,19,12,-7
91046,2012,12275,141,1140,,0,0.354609929078014,,,
91101,2012,33808,21545,1370,438300,6.9,0.176885588303551,59,66,7
91103,2012,20600,27127,1132,554200,6.8,0.157813248792716,33,41,8
91104,2012,27917,36961,1246,614100,6.9,0.119774897865318,21,29,8
91105,2012,66261,10891,1805,856000,7,0.0651914424754384,43,43,0
91106,2012,35207,24494,1394,588400,5.6,0.107536539560709,51,43,-8
91107,2012,38769,31737,1335,639000,5.8,0.077795632857548,48,62,14
91108,2012,64383,13297,2001,1000001,2.8,0.0455741896668421,15,13,-2
91201,2012,19951,23671,1301,631000,6.9,0.143339951839804,37,33,-4
91202,2012,30853,22533,1492,609400,5.7,0.0958594062042338,23,43,20
91203,2012,19756,13360,1194,376000,8.2,0.151347305389222,50,56,6
91204,2012,17161,16241,1160,412600,8.1,0.172156886891201,38,41,3
91205,2012,16456,38362,1204,478800,9,0.215108701319014,42,25,-17
91206,2012,24407,32474,1283,580400,6.7,0.112028084005666,31,35,4
91207,2012,39969,10613,1439,812200,4,0.0389145387732027,10,15,5
91208,2012,48487,15655,1530,697200,4,0.0492494410731396,28,31,3
91210,2012,41280,228,2001,,0,0.0745614035087719,2,4,2
91214,2012,41469,31479,1581,609300,4.5,0.0571174433749484,38,46,8
91301,2012,50313,25834,1933,687900,6,0.0559727490903461,42,61,19
91302,2012,58573,24910,1882,997600,4.4,0.060537936571658,62,61,-1
91303,2012,22771,26613,1210,343400,6.6,0.176455115920791,48,50,2
91304,2012,25282,52907,1185,455900,5.2,0.172472451660461,47,47,0
91306,2012,23412,47048,1143,366600,6.7,0.152270022105084,28,24,-4
91307,2012,38688,24983,2001,517100,5.8,0.0535163911459793,29,38,9
91311,2012,34211,37945,1446,466300,6.5,0.0654895243115035,85,108,23
91316,2012,36751,26368,1425,507200,6.9,0.108275182038835,59,66,7
91321,2012,24335,35148,1282,361600,7.1,0.168032320473427,28,28,0
91324,2012,24920,26742,1321,473800,8.8,0.154214344476853,63,50,-13
91325,2012,30725,33268,1258,494700,5.6,0.154352530960683,35,34,-1
91326,2012,39903,35691,1677,631900,4.4,0.0653105824997899,22,36,14
91330,2012,3132,1470,,,16.2,0.00884353741496599,,,
91331,2012,19045,96965,1231,289800,8.3,0.201124116949415,35,35,0
91335,2012,23560,74641,1179,344700,6.8,0.144786377460109,56,40,-16
91340,2012,20955,35207,1198,296400,8.2,0.184281534922033,16,20,4
91342,2012,23823,89001,1300,335100,7.3,0.152560083594566,24,36,12
91343,2012,22652,60759,1124,399400,8,0.208051482084959,25,24,-1
91344,2012,31166,53014,1524,466500,6.8,0.0899007809257932,26,42,16
91345,2012,26125,18654,1289,327200,5.1,0.0837889996783532,15,17,2
91350,2012,40082,34293,1563,395100,7.5,0.038783425188814,46,41,-5
91351,2012,30346,31936,1388,323400,6.6,0.100951903807615,23,35,12
91352,2012,20809,45494,1130,359000,8.6,0.189563458917659,45,35,-10
91354,2012,50319,28392,1929,468200,5.5,0.0277542969850662,22,33,11
91355,2012,42787,33203,1719,436400,6.7,0.0605668162515435,71,87,16
91356,2012,32178,29590,1205,675100,5.9,0.144339303818858,63,70,7
91364,2012,44096,25947,1741,669200,5.4,0.0699502832697422,94,94,0
91367,2012,42824,40323,1710,563100,4.3,0.079086377501674,74,130,56
91371,2012,,0,,,,,,,
91381,2012,55950,19673,1773,589500,4.9,0.0451888374930107,21,25,4
91384,2012,30430,29155,1345,419900,4.9,0.0643800377293775,14,19,5
91387,2012,36494,40375,1601,386800,7.1,0.0879256965944272,46,26,-20
91390,2012,46037,20050,1449,491800,6.3,0.045286783042394,15,16,1
91401,2012,22545,40085,1125,527900,7.8,0.205213920419109,41,44,3
91402,2012,17753,70749,1091,289700,9.4,0.280526933242873,30,24,-6
91403,2012,42873,23377,1500,748500,4.9,0.0862386106001626,95,75,-20
91405,2012,19427,54185,1053,359000,8.8,0.268026206514718,57,47,-10
91406,2012,23047,53129,1130,375800,6.6,0.184889608311845,85,78,-7
91411,2012,22291,23708,1155,454300,9.1,0.179390922895225,40,46,6
91423,2012,42000,30946,1497,781700,8.1,0.0893815032637498,53,84,31
91436,2012,57616,14508,2001,1000001,5.4,0.0507306313757927,64,80,16
91501,2012,27368,20546,1419,626600,7,0.113890781660664,15,15,0
91502,2012,21925,11340,1209,375300,7.4,0.144797178130511,57,57,0
91504,2012,33496,25527,1358,589700,4.5,0.0692208250088142,44,47,3
91505,2012,41261,30563,1418,541300,6.6,0.0741092170271243,56,80,24
91506,2012,38128,18906,1303,546900,4.6,0.0572305088331747,38,36,-2
91601,2012,26748,37090,1228,480100,9.6,0.174251819897547,42,34,-8
91602,2012,41108,17115,1345,653300,10.3,0.0912065439672802,35,24,-11
91604,2012,52552,28323,1634,848200,8.7,0.0734738551707093,82,57,-25
91605,2012,19812,55313,1044,350000,8.8,0.199356389998734,42,59,17
91606,2012,20633,46880,1073,377800,9.9,0.195563139931741,30,33,3
91607,2012,33717,28821,1268,598400,9.6,0.120884077582318,33,27,-6
91608,2012,,0,,,,,2,2,0
91702,2012,20263,60284,1208,319600,6.1,0.150338398248291,27,35,8
91706,2012,19469,77028,1184,292700,8.9,0.172158176247598,43,53,10
91711,2012,30682,35857,1253,556200,6,0.0739325654683883,38,30,-8
91722,2012,28410,35408,1431,349800,8.6,0.105089245368278,16,19,3
91723,2012,27725,18713,1125,378700,7.8,0.125581146796345,22,40,18
91724,2012,34571,24935,1335,429500,7,0.0838179266091839,28,32,4
91731,2012,17449,29703,1020,355300,9.1,0.231323435343231,44,31,-13
91732,2012,19600,61832,1100,346700,8.5,0.21291564238582,21,25,4
91733,2012,18853,43902,1071,353300,5.3,0.22739282948385,52,45,-7
91740,2012,28214,26115,1390,388200,5.6,0.0907524411257898,22,20,-2
91741,2012,36089,25282,1426,572900,5.5,0.0611502254568468,22,26,4
91744,2012,21468,83182,1226,300900,5.6,0.123031425067923,32,32,0
91745,2012,31071,56370,1531,465200,4.7,0.0711548696114955,56,58,2
91746,2012,21380,31086,1290,329100,8.8,0.147461879945956,52,42,-10
91748,2012,25510,46946,1307,468300,3.6,0.112001022451327,64,72,8
91750,2012,34249,33906,1239,469800,5.8,0.0722291039933935,29,41,12
91754,2012,25185,33052,1188,480400,4.8,0.144590342490621,31,46,15
91755,2012,21818,27334,1258,475800,6.8,0.143813565522792,17,19,2
91765,2012,39444,47433,1740,533400,4.4,0.0520945333417663,55,60,5
91766,2012,20500,70447,1145,274200,8.8,0.206864735190995,28,43,15
91767,2012,21334,49808,1071,264200,7.5,0.187118535175072,32,37,5
91768,2012,17650,36191,955,275000,6.6,0.201707606863585,27,35,8
91770,2012,20036,61836,1174,434400,7.1,0.165615499062035,23,18,-5
91773,2012,33475,33273,1541,427200,5.2,0.068974844468488,36,44,8
91775,2012,32896,24775,1270,616500,3.6,0.0656306760847629,19,23,4
91776,2012,21506,37716,1221,485200,4.8,0.138827023014105,56,33,-23
91780,2012,30402,34877,1310,565000,4.7,0.0904320899159905,30,30,0
91789,2012,34314,42332,1747,604100,4.7,0.049182651422092,74,86,12
91790,2012,24993,44631,1339,377400,9.4,0.0816696914700544,31,20,-11
91791,2012,31341,32226,1332,450300,7.7,0.0926581021535406,31,24,-7
91792,2012,27311,31338,1485,363600,7.5,0.103388856978748,18,13,-5
91801,2012,24780,53964,1203,479900,5.1,0.138017937884516,50,22,-28
91803,2012,25106,29571,1146,490800,4.6,0.122315782354334,31,29,-2
93510,2012,31802,7153,1926,459000,6,0.112679994407941,13,9,-4
93532,2012,43608,2736,1257,260300,5.3,0.0672514619883041,1,3,2
93534,2012,21157,38655,938,154600,8.6,0.24154701849696,63,44,-19
93535,2012,24911,72231,1166,125500,7.5,0.24925585967244,31,30,-1
93536,2012,35071,70599,1201,236100,5.1,0.12289125908299,39,49,10
93543,2012,22002,12160,1304,159500,6.7,0.134046052631579,5,2,-3
93544,2012,23648,912,1708,195000,2.3,0.0164473684210526,1,1,0
93550,2012,18693,74389,1018,151700,11,0.289357297449892,44,33,-11
93551,2012,36102,49372,1601,266900,6.3,0.0678522239325934,45,63,18
93552,2012,22867,39396,1468,170800,8.1,0.147679967509392,14,6,-8
93553,2012,19129,2169,906,199400,7.9,0.1572153065929,1,2,1
93563,2012,50577,292,,286500,0,0.126712328767123,,,
93591,2012,21386,6503,1140,93400,8.2,0.220513609103491,1,5,4
90001,2013,16476,54760,962,249600,7.5,0.319503287070855,11,12,1
90002,2013,15993,49475,952,216100,7.5,0.345952501263264,7,7,0
90003,2013,15657,66200,1039,231700,9.4,0.390211480362538,12,8,-4
90004,2013,20225,62760,1064,776300,10.4,0.244582536647546,34,26,-8
90005,2013,17119,39548,936,633600,8.8,0.265399008799434,21,34,13
90006,2013,15848,59498,914,392100,10.1,0.313724831086759,38,22,-16
90007,2013,12693,43173,1000,388900,7.3,0.394482662775346,47,33,-14
90008,2013,21424,33280,1016,447500,9.3,0.269080528846154,21,17,-4
90010,2013,34315,4133,1633,514300,4.9,0.180498427292524,78,48,-30
90011,2013,15165,100882,978,269300,6.4,0.43070121528122,26,25,-1
90012,2013,14690,29528,1047,394500,2.8,0.256231373611487,47,60,13
90013,2013,13419,10256,587,312200,10.6,0.468896255850234,68,46,-22
90014,2013,14698,6008,562,345200,8.2,0.451564580559254,76,66,-10
90015,2013,16502,18358,841,429100,9,0.321821549188365,111,108,-3
90016,2013,20591,47273,1045,358000,8.5,0.222452562773676,27,33,6
90017,2013,15431,23755,824,417600,5,0.50334666386024,77,93,16
90018,2013,16804,48498,966,345800,9.6,0.278918718297662,15,16,1
90019,2013,21428,65408,1120,617300,7.8,0.227388087084149,49,43,-6
90020,2013,21562,39866,1107,511800,9.7,0.186023177645111,19,37,18
90021,2013,12154,2940,517,444000,9.4,0.435714285714286,89,62,-27
90022,2013,16918,70147,956,294800,8.4,0.246567921650249,28,20,-8
90023,2013,16624,45126,978,287500,6.9,0.32697336347117,22,36,14
90024,2013,14829,50964,1830,963400,5.5,0.247841613688094,59,61,2
90025,2013,41060,43555,1576,669100,5.6,0.123751578464011,105,126,21
90026,2013,21924,68726,1070,551500,10.3,0.232663038733522,36,35,-1
90027,2013,27259,45942,1178,793200,8,0.187627878629576,55,35,-20
90028,2013,20645,28151,1101,593900,10.4,0.286952506127669,63,47,-16
90029,2013,18920,40208,966,511100,9.1,0.260047751691206,24,28,4
90031,2013,15610,40052,963,340500,8.9,0.32587636073105,20,14,-6
90032,2013,19256,47784,1068,325100,10.9,0.193202745688934,11,17,6
90033,2013,15438,49049,891,291100,10.7,0.342779669310282,13,10,-3
90034,2013,32927,58703,1371,637100,6.1,0.175067713745464,73,65,-8
90035,2013,37238,30999,1641,842500,7.4,0.0886480209039001,39,36,-3
90036,2013,46452,36101,1791,945000,6.9,0.133652807401457,99,93,-6
90037,2013,15320,61845,951,271400,10.1,0.405303581534481,22,19,-3
90038,2013,20138,29836,1037,525800,10.4,0.278422040488001,46,35,-11
90039,2013,33790,27049,1259,6e+05,7.4,0.131982698066472,32,27,-5
90040,2013,18730,12696,879,326100,9.1,0.165170132325142,46,60,14
90041,2013,25072,28203,1211,535500,5.9,0.113711307307733,21,21,0
90042,2013,22367,60623,1125,382100,8.8,0.186859772693532,17,14,-3
90043,2013,22094,43527,1037,364300,10.2,0.216922829508121,11,14,3
90044,2013,16517,87590,968,269400,8.2,0.342413517524832,16,16,0
90045,2013,37373,40272,1659,661700,6.2,0.107444378228049,93,81,-12
90046,2013,36293,50499,1368,873100,8.2,0.162953721855878,76,64,-12
90047,2013,21617,47533,1021,286800,9.8,0.209580712347211,15,16,1
90048,2013,44816,21316,1679,941100,7,0.0917620566710452,111,71,-40
90049,2013,59119,35310,1846,1000001,4.5,0.0640328518833192,59,52,-7
90056,2013,46063,8536,1506,712400,6.8,0.0531865042174321,9,13,4
90057,2013,15805,45392,876,282600,9,0.365262601339443,25,22,-3
90058,2013,12692,2980,641,191100,11,0.575838926174497,46,67,21
90059,2013,15742,41831,898,221500,10.3,0.35829886925964,6,11,5
90061,2013,16156,27457,1093,256400,10.5,0.331973631496522,12,15,3
90062,2013,15417,32450,1009,278700,9.2,0.273004622496148,9,3,-6
90063,2013,16702,54160,1012,273400,9.4,0.266081979320532,8,8,0
90064,2013,41739,26103,1672,904200,4.5,0.0972685131977167,70,79,9
90065,2013,23586,45242,1082,453400,5.9,0.198267096945316,33,25,-8
90066,2013,35891,59031,1381,727800,6,0.110009994748522,75,59,-16
90067,2013,62609,2312,2001,928600,3.9,0.0756920415224913,63,60,-3
90068,2013,47200,22043,1431,952100,8.4,0.104749807195028,47,43,-4
90069,2013,49929,20731,1532,696700,7.3,0.12223240557619,101,64,-37
90071,2013,,0,,,,,42,45,3
90073,2013,10432,773,,,7.1,0.551099611901682,,,
90077,2013,68539,8506,1991,1000001,4.3,0.0322125558429344,9,16,7
90079,2013,,0,,,,,14,5,-9
90089,2013,2499,3276,1063,,3.6,0.0119047619047619,1,,
90090,2013,,0,,,,,,,
90094,2013,64970,5852,2001,645900,8.6,0.0767259056732741,10,13,3
90095,2013,,0,,,,,,4,
90201,2013,17195,101932,1077,271300,8.9,0.293568261193737,31,18,-13
90210,2013,50556,21548,2001,1000001,4.2,0.0742064228698719,88,71,-17
90211,2013,42203,7748,1738,1000001,7,0.116675271037687,72,69,-3
90212,2013,53221,12510,1918,1000001,9.6,0.0764188649080735,88,82,-6
90220,2013,18739,49810,1023,227500,11.5,0.232804657699257,27,29,2
90221,2013,16971,52446,1070,237100,10.6,0.266273881706899,20,12,-8
90222,2013,17586,31893,1018,228400,9.6,0.278650487567805,9,4,-5
90230,2013,36217,32335,1488,556700,7.4,0.101190660275244,50,80,30
90232,2013,39960,15454,1418,722200,6.3,0.0893619774815582,60,60,0
90240,2013,26203,25411,1307,438400,5.4,0.0727637637243713,20,17,-3
90241,2013,27000,43776,1194,439600,7.8,0.11296144005848,35,32,-3
90242,2013,25989,43147,1221,374700,6.6,0.147959301921339,11,22,11
90245,2013,45064,16760,1490,736500,4.7,0.0482100238663484,64,64,0
90247,2013,22532,47361,1082,337000,7.2,0.2047676358185,22,27,5
90248,2013,26512,9822,1058,360000,6.9,0.120240276929342,62,71,9
90249,2013,26770,26800,1013,354200,7.9,0.145783582089552,13,34,21
90250,2013,24918,93994,1034,397500,6.7,0.18477775177139,44,43,-1
90254,2013,61720,19605,1845,1000001,3.8,0.0338179035960214,39,26,-13
90255,2013,16896,76620,938,289800,9.4,0.268063168885408,23,21,-2
90260,2013,22262,35508,1350,385400,7.3,0.156415455671961,23,19,-4
90262,2013,17341,70137,1013,273300,8.1,0.24074311704236,10,12,2
90263,2013,3743,1899,,,3.5,0,,,
90265,2013,54094,17630,2001,1000001,4.9,0.0921724333522405,24,15,-9
90266,2013,67668,35324,1995,1000001,3.3,0.0339146189559506,59,43,-16
90270,2013,17386,27527,1005,268100,7.8,0.281251135249028,3,2,-1
90272,2013,66127,22779,2001,1000001,5.8,0.0453926862461039,24,21,-3
90274,2013,65574,25339,2001,1000001,2.2,0.0311772366707447,30,47,17
90275,2013,53583,42051,2001,945900,3.2,0.04480273953057,34,47,13
90277,2013,56130,34635,1726,838600,5,0.0457918290746355,48,42,-6
90278,2013,51497,40574,1612,675600,5.3,0.0605313747720215,40,47,7
90280,2013,18848,95000,984,292100,9.3,0.210042105263158,26,12,-14
90290,2013,52846,7093,1933,924800,6.6,0.0603411814464965,10,8,-2
90291,2013,45340,27253,1618,992700,8.8,0.1316919238249,75,39,-36
90292,2013,64255,21536,2001,703200,5.1,0.103129643387816,66,63,-3
90293,2013,52414,12403,1838,496400,5.6,0.0669999193743449,25,11,-14
90301,2013,21232,36798,1047,280800,10.6,0.229224414370346,50,24,-26
90302,2013,24153,30502,1063,327400,9.1,0.187725395056062,14,10,-4
90303,2013,20204,26339,1103,330500,9.5,0.287976005163446,9,7,-2
90304,2013,17732,28101,979,312000,7.8,0.319312479982919,14,9,-5
90305,2013,33155,14814,1228,360000,9.8,0.115363845011476,12,9,-3
90401,2013,42518,6821,1434,676800,9.1,0.131065826125202,88,55,-33
90402,2013,72246,11749,1844,1000001,4,0.053621584815729,22,13,-9
90403,2013,49616,24864,1649,923800,5.8,0.084539897039897,48,51,3
90404,2013,34908,20807,1397,622000,8.2,0.149805353967415,87,63,-24
90405,2013,44378,28560,1509,1000001,7.4,0.117682072829132,54,52,-2
90501,2013,26972,42373,1186,505900,8.1,0.155853963608902,77,65,-12
90502,2013,29553,16947,1160,340500,6.4,0.104620286776421,23,33,10
90503,2013,40030,46780,1455,628700,5.2,0.0808678922616503,74,71,-3
90504,2013,31790,31633,1345,516700,6.9,0.0657857300919925,21,25,4
90505,2013,40510,36306,1471,682100,4.4,0.0669586294276428,78,55,-23
90506,2013,,0,,,,,,,
90601,2013,31337,33145,1278,418600,7.1,0.113501282244682,17,25,8
90602,2013,22049,25768,1065,414200,6,0.190779261099038,14,12,-2
90603,2013,38500,20083,1650,423500,4,0.0516357117960464,13,15,2
90604,2013,27948,40661,1281,362800,5,0.0784289614126559,10,9,-1
90605,2013,25644,42017,1213,357100,6.3,0.144060737320608,14,19,5
